zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
75301,UNIQUE,0,Dallas,,Jc Penney Company,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75303,UNIQUE,0,Dallas,,Jp Morgan Chase,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75310,UNIQUE,1,Dallas,,Texas Power Light,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75312,UNIQUE,0,Dallas,,Mellon,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75313,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,289
75315,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,652
75320,UNIQUE,0,Dallas,,Wells Fargo Bank,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75323,UNIQUE,1,Dallas,,Gulf Oil,TX,Dallas County,America/Chicago,214,NA,US,32.96,-96.8,33
75326,UNIQUE,0,Dallas,,Wells Fargo Bank,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75334,PO BOX,1,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.67,-96.61,0
75336,PO BOX,0,Dallas,,Kleberg,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,401
75339,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,537
75340,PO BOX,1,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.76,-96.86,0
75342,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 972",NA,US,32.79,-96.76,100
75343,PO BOX,1,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.76,-96.86,0
75344,PO BOX,1,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.79,0
75353,UNIQUE,1,Dallas,Montgomery Ward,,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75354,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,971
75355,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,579
75356,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,283
75357,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,713
75358,UNIQUE,0,Dallas,,Lsi,TX,Dallas County,America/Chicago,214,NA,US,32.94,-96.87,0
75359,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,105
75360,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,778
75363,UNIQUE,1,Dallas,,American Express,TX,Dallas County,America/Chicago,214,NA,US,32.93,-96.79,0
75364,UNIQUE,1,Dallas,,Ford Motor Company,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75367,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,396
75368,UNIQUE,0,Dallas,,State Farm Insurance,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75370,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,1105
75371,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,185
75372,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,592
75373,UNIQUE,0,Dallas,,Jp Morgan Chase,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75374,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,1146
75376,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,838
75378,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,33
75379,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,771
75380,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,745
75381,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,510
75382,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,1041
75386,UNIQUE,1,Dallas,Fingerhut Corp,,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.87,0
75387,UNIQUE,1,Dallas,,Selective Service,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75388,UNIQUE,1,Dallas,,First City Bank,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75389,UNIQUE,0,Dallas,,Pnc Bank,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75390,UNIQUE,0,Dallas,,Ut Sw Medical Center,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.81,-96.84,15
75391,UNIQUE,0,Dallas,,Chase Bank,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75392,UNIQUE,0,Dallas,,Gte,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75393,UNIQUE,0,Dallas,,Sbc Att,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75394,UNIQUE,0,Dallas,,Sbc Att,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75395,UNIQUE,0,Dallas,,Wachovia Bank And Trust,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75396,UNIQUE,1,Dallas,,Southwestern Bankcard,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75397,UNIQUE,0,Dallas,,Jp Morgan Chase,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75398,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469",NA,US,32.79,-96.76,0
75401,STANDARD,0,Greenville,,Floyd,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.19,-96.11,16970
75402,STANDARD,0,Greenville,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.11,-96.1,17190
75403,PO BOX,0,Greenville,,,TX,Hunt County,America/Chicago,903,NA,US,33.11,-96.1,961
75404,PO BOX,0,Greenville,,,TX,Hunt County,America/Chicago,903,NA,US,33.11,-96.1,745
75407,STANDARD,0,Princeton,,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.18,-96.5,29100
75409,STANDARD,0,Anna,,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.35,-96.54,22860
75410,STANDARD,0,Alba,,,TX,Wood County,America/Chicago,"430, 903",NA,US,32.79,-95.63,4510
75411,STANDARD,0,Arthur City,,,TX,Lamar County,America/Chicago,"430, 580, 903",NA,US,33.86,-95.65,860
75412,STANDARD,0,Bagwell,,,TX,Red River County,America/Chicago,"430, 580, 903",NA,US,33.82,-95.14,530
75413,PO BOX,0,Bailey,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.44,-96.16,312
75414,STANDARD,0,Bells,,,TX,Grayson County,America/Chicago,"430, 903",NA,US,33.62,-96.41,3300
75415,STANDARD,0,Ben Franklin,,,TX,Delta County,America/Chicago,"430, 903",NA,US,33.47,-95.77,157
75416,STANDARD,0,Blossom,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.66,-95.38,2650
75417,STANDARD,0,Bogata,,,TX,Red River County,America/Chicago,"430, 903",NA,US,33.46,-95.21,2050
75418,STANDARD,0,Bonham,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.58,-96.18,10190
75420,STANDARD,0,Brashear,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.11,-95.72,1220
75421,STANDARD,0,Brookston,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.66,-95.73,1020
75422,STANDARD,0,Campbell,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.14,-95.95,2780
75423,STANDARD,0,Celeste,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.29,-96.19,2950
75424,STANDARD,0,Blue Ridge,,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.29,-96.39,4250
75425,PO BOX,0,Chicota,,,TX,Lamar County,America/Chicago,903,NA,US,33.86,-95.57,137
75426,STANDARD,0,Clarksville,,,TX,Red River County,America/Chicago,"430, 580, 903",NA,US,33.61,-95.05,3850
75428,STANDARD,0,Commerce,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.23,-95.9,7070
75429,PO BOX,0,Commerce,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.28,-95.89,999
75431,STANDARD,0,Como,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.06,-95.47,1860
75432,STANDARD,0,Cooper,,,TX,Delta County,America/Chicago,"430, 903",NA,US,33.37,-95.69,2970
75433,STANDARD,0,Cumby,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.13,-95.83,2470
75434,PO BOX,0,Cunningham,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.42,-95.35,92
75435,STANDARD,0,Deport,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.48,-95.32,790
75436,STANDARD,0,Detroit,,,TX,Red River County,America/Chicago,"430, 580, 903",NA,US,33.66,-95.26,1830
75437,STANDARD,0,Dike,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.26,-95.47,1080
75438,STANDARD,0,Dodd City,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.57,-96.07,980
75439,STANDARD,0,Ector,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.57,-96.27,900
75440,STANDARD,0,Emory,,,TX,Rains County,America/Chicago,"430, 903",NA,US,32.87,-95.76,6060
75441,PO BOX,0,Enloe,,,TX,Delta County,America/Chicago,"430, 903",NA,US,33.43,-95.65,109
75442,STANDARD,0,Farmersville,,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.16,-96.35,10930
75443,PO BOX,0,Gober,,,TX,Fannin County,America/Chicago,903,NA,US,33.46,-96.1,108
75444,PO BOX,0,Golden,,,TX,Wood County,America/Chicago,903,NA,US,32.72,-95.56,483
75446,STANDARD,0,Honey Grove,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.58,-95.9,2920
75447,STANDARD,0,Ivanhoe,,,TX,Fannin County,America/Chicago,"430, 580, 903",NA,US,33.71,-96.14,990
75448,STANDARD,0,Klondike,,,TX,Delta County,America/Chicago,"430, 903",NA,US,33.32,-95.75,600
75449,STANDARD,0,Ladonia,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.42,-95.94,870
75450,STANDARD,0,Lake Creek,,,TX,Delta County,America/Chicago,"430, 903",NA,US,33.4,-95.48,230
75451,STANDARD,0,Leesburg,,,TX,Camp County,America/Chicago,"430, 903",NA,US,32.96,-95.1,1060
75452,STANDARD,0,Leonard,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.38,-96.24,4570
75453,STANDARD,0,Lone Oak,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,32.99,-95.94,3520
75454,STANDARD,0,Melissa,,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.28,-96.57,17660
75455,STANDARD,0,Mount Pleasant,Mt Pleasant,,TX,Titus County,America/Chicago,"430, 903",NA,US,33.16,-94.97,25020
75456,PO BOX,0,Mount Pleasant,Mt Pleasant,,TX,Titus County,America/Chicago,903,NA,US,33.16,-94.97,2288
75457,STANDARD,0,Mount Vernon,Mt Vernon,,TX,Franklin County,America/Chicago,"430, 903",NA,US,33.17,-95.22,5760
75458,PO BOX,0,Merit,,,TX,Hunt County,America/Chicago,903,NA,US,33.21,-96.28,353
75459,STANDARD,0,Howe,Dorchester,,TX,Grayson County,America/Chicago,"430, 903",NA,US,33.51,-96.61,5020
75460,STANDARD,0,Paris,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.66,-95.54,17770
75461,PO BOX,0,Paris,,,TX,Lamar County,America/Chicago,903,NA,US,33.66,-95.54,1348
75462,STANDARD,0,Paris,Reno,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.62,-95.49,10590
75468,STANDARD,0,Pattonville,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.56,-95.39,860
75469,STANDARD,0,Pecan Gap,,,TX,Delta County,America/Chicago,"430, 903",NA,US,33.43,-95.85,330
75470,STANDARD,0,Petty,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.61,-95.79,240
75471,STANDARD,0,Pickton,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.06,-95.37,1290
75472,STANDARD,0,Point,East Tawakoni,,TX,Rains County,America/Chicago,"430, 903",NA,US,32.93,-95.87,3340
75473,STANDARD,0,Powderly,,,TX,Lamar County,America/Chicago,"430, 580, 903",NA,US,33.77,-95.53,3330
75474,STANDARD,0,Quinlan,West Tawakoni,,TX,Hunt County,America/Chicago,"430, 903",NA,US,32.9,-96.13,14030
75475,PO BOX,0,Randolph,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.49,-96.26,233
75476,STANDARD,0,Ravenna,,,TX,Fannin County,America/Chicago,"430, 580, 903",NA,US,33.71,-96.24,1140
75477,STANDARD,0,Roxton,,,TX,Lamar County,America/Chicago,"430, 903",NA,US,33.54,-95.72,720
75478,STANDARD,0,Saltillo,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.19,-95.34,840
75479,STANDARD,0,Savoy,,,TX,Fannin County,America/Chicago,"430, 580, 903",NA,US,33.59,-96.36,1700
75480,STANDARD,0,Scroggins,,,TX,Franklin County,America/Chicago,"430, 903",NA,US,33.02,-95.2,1350
75481,STANDARD,0,Sulphur Bluff,,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.33,-95.36,310
75482,STANDARD,0,Sulphur Springs,Sulphur Spgs,,TX,Hopkins County,America/Chicago,"430, 903",NA,US,33.14,-95.61,22240
75483,PO BOX,0,Sulphur Springs,Sulphur Spgs,,TX,Hopkins County,America/Chicago,903,NA,US,33.14,-95.61,1115
75485,PO BOX,0,Westminster,,,TX,Collin County,America/Chicago,"430, 903",NA,US,33.35,-96.45,314
75486,STANDARD,0,Sumner,,,TX,Lamar County,America/Chicago,"430, 580, 903",NA,US,33.77,-95.71,2420
75487,STANDARD,0,Talco,,,TX,Titus County,America/Chicago,"430, 903",NA,US,33.36,-95.1,1230
75488,STANDARD,0,Telephone,,,TX,Fannin County,America/Chicago,"430, 580, 903",NA,US,33.8,-96,1110
75489,PO BOX,0,Tom Bean,,,TX,Grayson County,America/Chicago,"430, 903",NA,US,33.52,-96.48,1249
75490,STANDARD,0,Trenton,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.42,-96.33,2720
75491,STANDARD,0,Whitewright,Tom Bean,,TX,Grayson County,America/Chicago,"430, 903",NA,US,33.51,-96.39,5050
75492,STANDARD,0,Windom,,,TX,Fannin County,America/Chicago,"430, 903",NA,US,33.56,-95.99,440
75493,PO BOX,0,Winfield,,,TX,Titus County,America/Chicago,"430, 903",NA,US,33.14,-95.11,680
75494,STANDARD,0,Winnsboro,,,TX,Wood County,America/Chicago,"430, 903",NA,US,32.95,-95.28,9650
75495,STANDARD,0,Van Alstyne,,,TX,Grayson County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.41,-96.57,10180
75496,STANDARD,0,Wolfe City,,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.36,-96.06,3030
75497,STANDARD,0,Yantis,,,TX,Wood County,America/Chicago,"430, 903",NA,US,32.93,-95.57,3420
75501,STANDARD,0,Texarkana,"S Texarkana, South Texarkana, Wake Village",Red River Army Depot,TX,Bowie County,America/Chicago,"430, 870, 903",NA,US,33.44,-94.07,29260
75503,STANDARD,0,Texarkana,,,TX,Bowie County,America/Chicago,"430, 870, 903",NA,US,33.51,-94.13,22450
75504,PO BOX,0,Texarkana,,,TX,Bowie County,America/Chicago,903,NA,US,33.44,-94.07,714
75505,PO BOX,0,Texarkana,,,TX,Bowie County,America/Chicago,903,NA,US,33.44,-94.07,1626
75507,UNIQUE,0,Texarkana,,Red River Army Depot,TX,Bowie County,America/Chicago,903,NA,US,33.44,-94.07,0
75550,STANDARD,0,Annona,,,TX,Red River County,America/Chicago,"430, 903",NA,US,33.58,-94.91,610
75551,STANDARD,0,Atlanta,,"Galloway, Ofarrell, Smyrna",TX,Cass County,America/Chicago,"318, 430, 903",NA,US,33.11,-94.16,9180
75554,STANDARD,0,Avery,,,TX,Red River County,America/Chicago,"430, 580, 903",NA,US,33.55,-94.77,1380
75555,STANDARD,0,Bivins,,Wiggins,TX,Cass County,America/Chicago,"318, 430, 903",NA,US,32.95,-94.14,1380
75556,STANDARD,0,Bloomburg,,,TX,Cass County,America/Chicago,"430, 870, 903",NA,US,33.13,-94.05,1090
75558,STANDARD,0,Cookville,,Argo,TX,Titus County,America/Chicago,"430, 903",NA,US,33.26,-94.85,1400
75559,STANDARD,0,De Kalb,,"Beaver Dam, College Hill, Dalby Springs, Hodgson, Siloam",TX,Bowie County,America/Chicago,"430, 580, 870, 903",NA,US,33.5,-94.61,4870
75560,STANDARD,0,Douglassville,,Union Chapel,TX,Cass County,America/Chicago,"430, 903",NA,US,33.19,-94.35,850
75561,STANDARD,0,Hooks,,"Barkman, Burns, Redbank, Smith Hill, Victory City",TX,Bowie County,America/Chicago,"430, 870, 903",NA,US,33.52,-94.28,4550
75562,PO BOX,0,Kildare,,,TX,Cass County,America/Chicago,"430, 903",NA,US,32.93,-94.25,96
75563,STANDARD,0,Linden,,"Carterville, Lanier, New Colony",TX,Cass County,America/Chicago,"430, 903",NA,US,33.01,-94.36,3430
75564,PO BOX,0,Lodi,,,TX,Cass County,America/Chicago,"430, 903",NA,US,32.89,-94.25,148
75565,PO BOX,0,Mc Leod,,,TX,Cass County,America/Chicago,"430, 903",NA,US,32.95,-94.07,602
75566,STANDARD,0,Marietta,,,TX,Cass County,America/Chicago,"430, 903",NA,US,33.17,-94.54,610
75567,STANDARD,0,Maud,,"Carbondale, Corley",TX,Bowie County,America/Chicago,"430, 903",NA,US,33.33,-94.34,3520
75568,STANDARD,0,Naples,,"Bryans Mill, Cornett, Dalton, Rocky Branch",TX,Morris County,America/Chicago,"430, 903",NA,US,33.2,-94.67,2480
75569,STANDARD,0,Nash,,,TX,Bowie County,America/Chicago,"430, 903",NA,US,33.44,-94.12,3250
75570,STANDARD,0,New Boston,Boston,"Malta, Old Boston, Whaley",TX,Bowie County,America/Chicago,"430, 870, 903",NA,US,33.46,-94.41,7770
75571,STANDARD,0,Omaha,,,TX,Morris County,America/Chicago,"430, 903",NA,US,33.17,-94.74,2480
75572,STANDARD,0,Queen City,,"Domino, Lanark, Springdale",TX,Cass County,America/Chicago,"430, 870, 903",NA,US,33.14,-94.15,3140
75573,PO BOX,0,Redwater,,,TX,Bowie County,America/Chicago,"430, 903",NA,US,33.35,-94.25,1027
75574,STANDARD,0,Simms,,"Bassett, Wards Creek",TX,Bowie County,America/Chicago,"430, 903",NA,US,33.35,-94.5,1590
75599,UNIQUE,0,Texarkana,,Texarkana Community College,TX,Bowie County,America/Chicago,903,NA,US,33.44,-94.07,0
75601,STANDARD,0,Longview,,"Longview Heights, Tenneryville",TX,Gregg County,America/Chicago,"430, 903",NA,US,32.51,-94.76,12970
75602,STANDARD,0,Longview,,Pinewood,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.45,-94.67,18060
75603,STANDARD,0,Longview,,Lakeport,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.4,-94.71,5150
75604,STANDARD,0,Longview,,Greggton,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.51,-94.82,26650
75605,STANDARD,0,Longview,,Greggton,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.58,-94.73,28100
75606,PO BOX,0,Longview,,,TX,Gregg County,America/Chicago,903,NA,US,32.51,-94.76,1736
75607,PO BOX,0,Longview,,,TX,Gregg County,America/Chicago,903,NA,US,32.51,-94.76,1897
75608,PO BOX,0,Longview,,,TX,Gregg County,America/Chicago,903,NA,US,32.51,-94.76,1479
75615,PO BOX,0,Longview,,,TX,Gregg County,America/Chicago,903,NA,US,32.51,-94.76,512
75630,STANDARD,0,Avinger,,Warlock,TX,Marion County,America/Chicago,"430, 903",NA,US,32.89,-94.55,1990
75631,STANDARD,0,Beckville,,"Fair Play, Grand Bluff",TX,Panola County,America/Chicago,"430, 903",NA,US,32.24,-94.45,2480
75633,STANDARD,0,Carthage,,,TX,Panola County,America/Chicago,"318, 430, 903",NA,US,32.15,-94.33,12500
75636,PO BOX,0,Cason,,,TX,Morris County,America/Chicago,903,NA,US,33.03,-94.81,371
75637,PO BOX,0,Clayton,,,TX,Panola County,America/Chicago,903,NA,US,32.08,-94.49,123
75638,STANDARD,0,Daingerfield,,Jenkins,TX,Morris County,America/Chicago,"430, 903",NA,US,33.03,-94.72,4520
75639,STANDARD,0,De Berry,,"East Side, Horton",TX,Panola County,America/Chicago,"318, 430, 903",NA,US,32.21,-94.14,2200
75640,STANDARD,0,Diana,New Diana,Ashland,TX,Upshur County,America/Chicago,"430, 903",NA,US,32.69,-94.66,5150
75641,PO BOX,0,Easton,,,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.38,-94.58,271
75642,PO BOX,0,Elysian Fields,Elysian Flds,,TX,Harrison County,America/Chicago,"430, 903",NA,US,32.37,-94.18,525
75643,STANDARD,0,Gary,,Gary City,TX,Panola County,America/Chicago,"430, 903, 936",NA,US,32.02,-94.36,1810
75644,STANDARD,0,Gilmer,,"Cox, Delrose, East Mountain, Enoch, Ewell, Graceton, Grice, Indian Rock, Kelsey, Latch, Lone Mountain, Mings Chapel, New Mountain, Perryville, Rosewood, Sand Hill, Seven Pines, Simmonsville, Soules Chapel, Stamps, Suffolk, Union Hill, Willow Oak",TX,Upshur County,America/Chicago,"430, 903",NA,US,32.73,-94.94,10460
75645,STANDARD,0,Gilmer,,,TX,Upshur County,America/Chicago,"430, 903",NA,US,32.69,-94.87,9370
75647,STANDARD,0,Gladewater,,,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.54,-94.94,11850
75650,STANDARD,0,Hallsville,,Walkers Mill,TX,Harrison County,America/Chicago,"430, 903",NA,US,32.5,-94.57,9740
75651,STANDARD,0,Harleton,,,TX,Harrison County,America/Chicago,"430, 903",NA,US,32.66,-94.52,2130
75652,STANDARD,0,Henderson,,"Chapman, Church Hill, Craig, Crimcrest, Good Springs, Lake Cherokee, Mcknight, New Salem, Pinehill, Pleasant Grove, Stewart",TX,Rusk County,America/Chicago,"430, 903",NA,US,32.24,-94.73,10440
75653,PO BOX,0,Henderson,,,TX,Rusk County,America/Chicago,903,NA,US,32.15,-94.79,1660
75654,STANDARD,0,Henderson,,,TX,Rusk County,America/Chicago,"430, 903, 936",NA,US,32.15,-94.79,10970
75656,STANDARD,0,Hughes Springs,Hughes Spgs,,TX,Cass County,America/Chicago,"430, 903",NA,US,32.99,-94.63,3960
75657,STANDARD,0,Jefferson,Smithland,"Berea, Gray",TX,Marion County,America/Chicago,"318, 430, 903",NA,US,32.76,-94.34,6500
75658,PO BOX,0,Joinerville,,,TX,Rusk County,America/Chicago,"430, 903",NA,US,32.17,-94.9,271
75659,PO BOX,0,Jonesville,,,TX,Harrison County,America/Chicago,"430, 903",NA,US,32.51,-94.09,226
75660,PO BOX,0,Judson,,,TX,Gregg County,America/Chicago,903,NA,US,32.59,-94.76,484
75661,STANDARD,0,Karnack,,"Baldwin, Leigh, Uncertain",TX,Harrison County,America/Chicago,"318, 430, 903",NA,US,32.62,-94.14,1910
75662,STANDARD,0,Kilgore,,Liberty City,TX,Gregg County,America/Chicago,"430, 903",NA,US,32.38,-94.86,21610
75663,PO BOX,0,Kilgore,,,TX,Gregg County,America/Chicago,903,NA,US,32.38,-94.86,2304
75666,PO BOX,0,Laird Hill,,,TX,Rusk County,America/Chicago,"430, 903",NA,US,32.35,-94.9,591
75667,STANDARD,0,Laneville,,"Anadarko, Fussel, Pone",TX,Rusk County,America/Chicago,"430, 903, 936",NA,US,31.94,-94.85,1020
75668,STANDARD,0,Lone Star,,,TX,Morris County,America/Chicago,"430, 903",NA,US,32.93,-94.7,1530
75669,STANDARD,0,Long Branch,,Dotson,TX,Panola County,America/Chicago,"430, 903",NA,US,32.04,-94.5,590
75670,STANDARD,0,Marshall,,"Blocker, Cave Springs, Darco, Gill, Grange Hall, Nesbitt",TX,Harrison County,America/Chicago,"430, 903",NA,US,32.53,-94.35,12980
75671,PO BOX,0,Marshall,,,TX,Harrison County,America/Chicago,"430, 903",NA,US,32.49,-94.31,1944
75672,STANDARD,0,Marshall,,,TX,Harrison County,America/Chicago,"430, 903",NA,US,32.47,-94.3,14460
75680,PO BOX,0,Minden,Henderson,,TX,Rusk County,America/Chicago,"430, 903",NA,US,32.01,-94.72,115
75681,STANDARD,0,Mount Enterprise,Mt Enterprise,,TX,Rusk County,America/Chicago,"430, 903, 936",NA,US,31.91,-94.68,2400
75682,PO BOX,0,New London,,Old London,TX,Rusk County,America/Chicago,"430, 903",NA,US,32.26,-94.95,682
75683,STANDARD,0,Ore City,,,TX,Upshur County,America/Chicago,"430, 903",NA,US,32.8,-94.71,3360
75684,STANDARD,0,Overton,,"Friar, Harmony, Jacobs, Leveretts Chapel, Pirtle, Pitner Junction, Sexton City, Wright City",TX,Rusk County,America/Chicago,"430, 903",NA,US,32.27,-94.97,5510
75685,PO BOX,0,Panola,,Latex,TX,Panola County,America/Chicago,903,NA,US,32.35,-94.09,313
75686,STANDARD,0,Pittsburg,,"Blodgett, Brumley, County Line, Ebenezer, Faker, Harvard, Lafayette, Matinburg, New Mine, Pine, Thomas",TX,Camp County,America/Chicago,"430, 903",NA,US,32.99,-94.96,11960
